author,statement,source,date,target
Ciara O'Rourke,The media didn’t cover “new history” when North Korea and South Korea’s leaders crossed the border for the first time.,Viral image,"October 31, 2023",false
Ciara O'Rourke,“Joe Biden confirms WW3 live on TV.”,Facebook posts,"October 31, 2023",false
Marta Campabadal,"Un nuevo subsidio del gobierno ofrece una tarjeta de salud con $1,200 al mes y “puedes usar el dinero para todo lo que desees o necesites"".",Facebook posts,"• October 31,",false
Loreben Tuquero,Photos show Gaza on Oct. 27.,Instagram posts,"October 31, 2023",false
Sara Swann,"Russian President Vladimir Putin suffered a heart attack Oct. 22, 2023.",Social Media,"October 31, 2023",false
Amy Sherman,“The Republicans and Trump funded $400 million in March of 2020 for mail ballots.”,Ron DeSantis,"October 31, 2023",half-true
Madison Czopek,“Haaretz investigation reveals discrepancies in Israel’s reporting on October 7th death toll.”,Instagram posts,"October 31, 2023",false
Laura Schulte,"“Wisconsin has historically … and I think largely continues to be, a blue state.”",Scott Walker,"October 31, 2023",barely-true
Ciara O'Rourke,"“The airport in Salzburg, Austria, has a counter for people who flew to Austria instead of Australia.”",Instagram posts,"October 30, 2023",false
Ciara O'Rourke,Video shows Palestinians pretending to be corpses amid the Israel-Hamas war.,Viral image,"October 30, 2023",false
Loreben Tuquero,The life span of a wind tower generator lasts just three to four years.,Facebook posts,"October 30, 2023",false
Ciara O'Rourke,Matthew Perry died because of a COVID-19 vaccine.,Instagram posts,"October 30, 2023",false
Jill Terreri,A discrepancy in the number of ballots and voters in the 2022 general election in New York “appears to be a federal crime.”,New York Citizens Audit,"• October 29,",false
Madison Czopek,“The FDA is required to take the COVID vaccines off the market” because they are “adulterated.”,Steve Kirsch,"October 27, 2023",false
Ciara O'Rourke,McDonald’s changed its food wrappers to support Israel amid the war.,Viral image,"October 27, 2023",false
Louis Jacobson,“It is harder to buy Sudafed than an AR-15 in Maine.”,Shannon Watts,"October 27, 2023",half-true
Maria Briceño,"""Estados Unidos le cancelara el Parole a los venezolanos"".",Facebook posts,"October 27, 2023",false
Ricardo Torres,"The Milwaukee Brewers “are complaining about a lack of transit going to the ballpark at the same time as they are testifying in favor (of) taking $135 million away from Milwaukee County, which funds transit.""",Chris Larson,"October 27, 2023",barely-true
Ciara O'Rourke,U.S. Sen. Chuck Schumer “is a dual Israeli citizen.”,Viral image,"October 27, 2023",false
Ciara O'Rourke,Video shows a President Joe Biden impostor.,Viral image,"October 27, 2023",pants-fire
Louis Jacobson,“Prices have increased over 17% in the last two years.”,Mike Johnson,"October 26, 2023",half-true
Louis Jacobson,"“In the time it’s going to take me to deliver this speech, we’ll go up another $20 million in debt.”",Mike Johnson,"October 26, 2023",mostly-true
Louis Jacobson,"""95% of over-the-counter pharmaceuticals"" in the U.S. come from China.",Vivek Ramaswamy,"October 26, 2023",false
Louis Jacobson,"“When I came into office, Iran had $70 billion in foreign exchange reserves. … By the time I left, they had nothing. They were broke.”",Donald Trump,"October 26, 2023",half-true
Madeline Heim,"""The repeal of Roe v. Wade has exacerbated the state’s OB-GYN shortage as residency programs report a decline in enrollment due to the inability of residents to receive training in-state.""",Opportunity Wisconsin,"October 25, 2023",half-true
Loreben Tuquero,A video proves that the United Nations is “setting up shop in U.S. states.”,Facebook posts,"October 25, 2023",false
Ciara O'Rourke,Video shows protesters attacking Israel’s embassy in Bahrain with molotov cocktails.,Instagram posts,"October 25, 2023",false
Ciara O'Rourke,Video shows protesters in Lebanon “storming the border with Palestine in support of Gaza” in October 2023.,Viral image,"October 25, 2023",false
Ciara O'Rourke,Photo shows President Joe Biden lounging on the beach in October 2023 amid the Israel-Hamas war.,Viral image,"October 25, 2023",false
Hope Karnopp,"“Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",Melissa Agard,"October 25, 2023",true
Ciara O'Rourke,Greta Thunberg urged people to use “vegan grenades” because “no animals should have to give their life for all this mayhem and chaos.”,Viral image,"October 25, 2023",false
Ciara O'Rourke,Writer Bari Weiss wrote that what the Trump administration did “was pretty incredible in hindsight.”,X posts,"October 25, 2023",false
Marta Campabadal,Este video muestra al Dr. Juan Rivera hablando sobre un medicamento para la artritis y la artrosis.,Facebook posts,"• October 24,",pants-fire
Maria Briceño,"Este video muestra al ""Presidente Joe Biden llegando a Israel"" con aviones escoltas.",Facebook posts,"October 24, 2023",false
Aidan Cornue,"Sen. Joe Manchin’s “support for the (Inflation Reduction Act) could cost West Virginia 100,000 fossil fuel jobs.”",One Nation,"October 24, 2023",barely-true
Ayden Norcross,Jim Justice “supports banning sporting rifles for law-abiding citizens.”,Alex Mooney,"October 24, 2023",false
Madison Ely,"Jim Justice ""opposes the Right to Work”",Alex Mooney,"October 24, 2023",barely-true
Loreben Tuquero,Video shows crisis actors in Palestine “working overtime to fool the world” during the current Israel-Hamas war.,Instagram posts,"October 24, 2023",false
Ciara O'Rourke,"Video shows University of Pennsylvania students chanting, “We want Jewish genocide.”",Viral image,"October 24, 2023",false
Maria Briceño,"Las empresas solares en Estados Unidos ""tienen que regalar paneles solares sin costo neto si lo solicitas"".",Facebook posts,"October 24, 2023",false
Loreben Tuquero,Black flag hoisted over a mosque in Iran is a “call to all of Islam for war.”,Facebook posts,"October 23, 2023",false
Ciara O'Rourke,Video shows Russia attacking Israel in October 2023.,TikTok posts,"October 23, 2023",false
Ciara O'Rourke,Video shows CNN interviewing “actors.”,TikTok posts,"October 23, 2023",false
Louis Jacobson,"""Russia has hypersonic missile capabilities ahead of that of the U.S.”",Vivek Ramaswamy,"October 20, 2023",half-true
Marta Campabadal,"""AHORA: Manifestantes pro palestinos y policías se enfrentaron en las calles de Barcelona, ​​España. Las protestas son parte de represalias después del bombardeo de un hospital en Gaza"".",Facebook posts,"• October 20,",false
Madison Czopek,"Video shows North Korean President Kim Jong Un blaming President Joe Biden for the Israel-Hamas war and Russia’s invasion of Ukraine, and saying, “I support Donald Trump for President in 2024.”",Instagram posts,"October 20, 2023",false
Maria Ramirez,"“In the last 11 months, Customs and Border Patrol has averaged 200,000 apprehensions a month, and you know how many beds we have to detain people at the border? Thirty-eight thousand.""",Chris Christie,"• October 20,",mostly-true
Loreben Tuquero,A video shows “a car carrying men waving the Palestinian flag abruptly and dangerously stopping traffic to run ‘donuts.’”,Instagram posts,"October 20, 2023",false
Amy Sherman,“Nikki Haley argues in support of bringing Gaza refugees to America.”,Never Back Down PAC,"October 20, 2023",false
Maria Briceño,Joe Biden advirtió el 15 de octubre de 2023 “que Corea del Norte podría estar preparando un ataque parecido al Hamas en Israel pero este sería en suelo americano”.,Facebook posts,"October 20, 2023",false
Max Cohen,“2022 was the biggest tourism year ever in West Virginia”,Jim Justice,"October 20, 2023",half-true
Marta Campabadal,"Video shows a family learning their debt was resolved by the “American Debt Relief program” for American citizens and legal residents who “have over $20,000” in credit card debt.",Facebook posts,"• October 20,",false
Maria Briceño,"“A partir de ahora la milicia de Hamas se vio obligada a rendirse al ejército Israeli, ondeando sus banderas blancas"".",Facebook posts,"October 19, 2023",false
Anthony Starkey,“The Inflation Reduction Act led to higher taxes.”,Americans for Prosperity,"October 19, 2023",barely-true
Ashala Moseberry,"""Credit card debt is above $1 trillion for the FIRST TIME EVER.""",Jim Justice,"October 19, 2023",mostly-true
Samantha Putterman,The Wall Street Journal reported that the Oct. 17 Gaza hospital explosion was caused by an American missile.,Social Media,"October 18, 2023",false
Maria Briceño,Benjamin Netanyahu dijo que lanzará una bomba nuclear a Gaza.,Facebook posts,"October 18, 2023",false
Ciara O'Rourke,“Thousands of U.S. troops make their way to Israel” in video.,TikTok posts,"October 18, 2023",false
Ciara O'Rourke,Video shows “Egyptians delivering food and water to Gaza” in October 2023.,Instagram posts,"October 18, 2023",false
Ciara O'Rourke,President Joe Biden declared a federal emergency and deployed the National Guard in October.,Facebook posts,"October 18, 2023",false
Tyler Katzenberger,"There are ""about a half a dozen"" transgender athletes competing in Wisconsin K-12 schools.",Barbara Dittrich,"October 18, 2023",barely-true
Sara Swann,“Lego donates model MRI kits to hospitals to help children understand the procedure and reduce their anxiety.”,Instagram posts,"October 18, 2023",true
Amy Sherman,The Democrats are pushing “to take in a million Palestinian refugees.”,Andy Biggs,"October 18, 2023",pants-fire
Loreben Tuquero,A video shows President Joe Biden invoking the Selective Service Act.,Facebook posts,"October 17, 2023",false
Maria Briceño,Este video muestra “la franja de Gaza” en llamas.,TikTok posts,"October 16, 2023",false
Sara Swann,“Egypt is now at war with Israel.”,Facebook posts,"October 16, 2023",false
Jeff Cercone,“Cries of Victory in Israel — Gaza Now Belongs to Israel! HAMAS Surrenders Desperately!”,Facebook posts,"October 16, 2023",false
Loreben Tuquero,A debit card issued by the United Nations High Commissioner for Refugees is being used to pay for a U.S. invasion.,Instagram posts,"October 13, 2023",false
Loreben Tuquero,“There isn't a single video or photo suggesting that 250 people were killed (by Hamas) at a concert or that a mass shooting took place” on Oct. 7 in Israel.,Instagram posts,"October 13, 2023",pants-fire
Jeff Cercone,Biden is “funding every angle” of the Israel-Hamas war.,Instagram posts,"October 13, 2023",barely-true
Ciara O'Rourke,Video shows an “inflatable decoy plane” at the Kabul airport in 2021.,Viral image,"October 13, 2023",false
Amy Sherman,"It has been U.S. policy “for at least 79 years"" to require Americans who intend to be evacuated from overseas to sign a promissory note.",Brian Krassenstein,"October 13, 2023",true
Sara Swann,Less than 48 hours after Israel was attacked “we have hundreds of hours worth of footage but zero footage from the Ukraine war.”,Instagram posts,"October 13, 2023",pants-fire
Loreben Tuquero,A video shows red flares and fireworks going off in Gaza.,Social Media,"October 13, 2023",false
Jeff Cercone,"""‎The emir of Qatar, Sheikh Tamim bin Hamad al-Thani, has threatened that if the bombing of Gaza does not stop, he will cut off the supply of gas to the world.”",Facebook posts,"October 13, 2023",false
Ciara O'Rourke,The 2023 Israel-Hamas war is a “false flag.”,Instagram posts,"October 13, 2023",pants-fire
Ciara O'Rourke,"""La Esfera de Las Vegas se ilumina con la bandera de Israel”.",Facebook posts,"October 13, 2023",false
